"Reporting starts","Reporting ends","Campaign name",Age,Gender,"Campaign delivery",Results,"Result indicator","Cost per results","Ad set budget","Ad set budget type","Amount spent (VND)",Impressions,Reach,Ends,"Attribution setting","Total messaging contacts","New messaging contacts","Purchases conversion value","Purchase ROAS (return on ad spend)","Cost per new messaging contact (VND)","Messaging conversations started","Cost per messaging conversation started (VND)","Clicks (all)"
2026-02-01,2026-03-01,linh3,55-64,male,active,,,,225000,Daily,67777,482,409,Ongoing,"7-day click or 1-day view",2,2,,,33888.5,2,33888.5,31
2026-02-01,2026-03-01,linh3,55-64,unknown,active,,,,225000,Daily,476,4,4,Ongoing,"7-day click or 1-day view",,,,,,,,0
2026-02-01,2026-03-01,linh3,65+,female,active,,,,225000,Daily,12299,72,59,Ongoing,"7-day click or 1-day view",,,,,,,,5
2026-02-01,2026-03-01,linh3,65+,male,active,,,,225000,Daily,25046,299,240,Ongoing,"7-day click or 1-day view",,,,,,,,13
2026-02-01,2026-03-01,linh3,65+,unknown,active,,,,225000,Daily,34,1,1,Ongoing,"7-day click or 1-day view",,,,,,,,0
2026-02-01,2026-03-01,aaaaamaaanhhh,18-24,female,active,6,actions:onsite_conversion.lead_grouped,126650,320000,Daily,759900,8861,4023,Ongoing,"7-day click or 1-day view",6,4,,,189975,4,189975,207
2026-02-01,2026-03-01,aaaaamaaanhhh,18-24,male,active,13,actions:onsite_conversion.lead_grouped,89198.46153846,320000,Daily,1159580,20994,8388,Ongoing,"7-day click or 1-day view",21,21,,,55218.095238,20,57979,508
2026-02-01,2026-03-01,aaaaamaaanhhh,18-24,unknown,active,,,,320000,Daily,40174,434,196,Ongoing,"7-day click or 1-day view",1,1,,,40174,1,40174,9
2026-02-01,2026-03-01,aaaaamaaanhhh,25-34,female,active,6,actions:onsite_conversion.lead_grouped,90580.5,320000,Daily,543483,5429,2551,Ongoing,"7-day click or 1-day view",12,12,,,45290.25,12,45290.25,184
2026-02-01,2026-03-01,aaaaamaaanhhh,25-34,male,active,7,actions:onsite_conversion.lead_grouped,155258,320000,Daily,1086806,17945,7979,Ongoing,"7-day click or 1-day view",20,16,,,67925.375,17,63929.764706,507
2026-02-01,2026-03-01,aaaaamaaanhhh,25-34,unknown,active,,,,320000,Daily,14131,256,102,Ongoing,"7-day click or 1-day view",1,1,,,14131,1,14131,5
2026-02-01,2026-03-01,aaaaamaaanhhh,35-44,female,active,1,actions:onsite_conversion.lead_grouped,139237,320000,Daily,139237,1203,607,Ongoing,"7-day click or 1-day view",4,4,,,34809.25,4,34809.25,55
2026-02-01,2026-03-01,aaaaamaaanhhh,35-44,male,active,4,actions:onsite_conversion.lead_grouped,63073,320000,Daily,252292,3565,1749,Ongoing,"7-day click or 1-day view",7,6,,,42048.666667,7,36041.714286,111
2026-02-01,2026-03-01,aaaaamaaanhhh,35-44,unknown,active,,,,320000,Daily,1859,41,21,Ongoing,"7-day click or 1-day view",,,,,,,,0
2026-02-01,2026-03-01,aaaaamaaanhhh,45-54,female,active,,,,320000,Daily,50695,459,263,Ongoing,"7-day click or 1-day view",,,,,,,,14
2026-02-01,2026-03-01,aaaaamaaanhhh,45-54,male,active,1,actions:onsite_conversion.lead_grouped,71104,320000,Daily,71104,881,494,Ongoing,"7-day click or 1-day view",1,1,,,71104,1,71104,23
2026-02-01,2026-03-01,aaaaamaaanhhh,45-54,unknown,active,,,,320000,Daily,1634,15,7,Ongoing,"7-day click or 1-day view",,,,,,,,0
2026-02-01,2026-03-01,aaaaamaaanhhh,55-64,female,active,1,actions:onsite_conversion.lead_grouped,12364,320000,Daily,12364,124,69,Ongoing,"7-day click or 1-day view",1,,,,,1,12364,5
2026-02-01,2026-03-01,aaaaamaaanhhh,55-64,male,active,,,,320000,Daily,10866,128,88,Ongoing,"7-day click or 1-day view",,,,,,,,5
2026-02-01,2026-03-01,aaaaamaaanhhh,55-64,unknown,active,,,,320000,Daily,6,1,1,Ongoing,"7-day click or 1-day view",,,,,,,,0
2026-02-01,2026-03-01,aaaaamaaanhhh,65+,female,active,,,,320000,Daily,13627,71,41,Ongoing,"7-day click or 1-day view",,,,,,,,3
2026-02-01,2026-03-01,aaaaamaaanhhh,65+,male,active,,,,320000,Daily,10838,156,81,Ongoing,"7-day click or 1-day view",,,,,,,,8
2026-02-01,2026-03-01,nlinh2,18-24,female,inactive,,,,210000,Daily,82067,940,816,Ongoing,"7-day click or 1-day view",,,,,,,,12
2026-02-01,2026-03-01,nlinh2,18-24,male,inactive,1,actions:onsite_conversion.lead_grouped,318397,210000,Daily,318397,7708,6642,Ongoing,"7-day click or 1-day view",3,3,,,106132.333333,3,106132.333333,359
2026-02-01,2026-03-01,nlinh2,18-24,unknown,inactive,,,,210000,Daily,4212,116,98,Ongoing,"7-day click or 1-day view",,,,,,,,7
2026-02-01,2026-03-01,nlinh2,25-34,female,inactive,,,,210000,Daily,35901,335,292,Ongoing,"7-day click or 1-day view",,,,,,,,7
2026-02-01,2026-03-01,nlinh2,25-34,male,inactive,1,actions:onsite_conversion.lead_grouped,230156,210000,Daily,230156,4272,3709,Ongoing,"7-day click or 1-day view",3,3,,,76718.666667,3,76718.666667,217
2026-02-01,2026-03-01,nlinh2,25-34,unknown,inactive,,,,210000,Daily,2280,25,24,Ongoing,"7-day click or 1-day view",,,,,,,,2
2026-02-01,2026-03-01,nlinh2,35-44,female,inactive,1,actions:onsite_conversion.lead_grouped,12675,210000,Daily,12675,62,52,Ongoing,"7-day click or 1-day view",,,,,,,,2
2026-02-01,2026-03-01,nlinh2,35-44,male,inactive,,,,210000,Daily,87128,951,817,Ongoing,"7-day click or 1-day view",1,1,,,87128,1,87128,50
2026-02-01,2026-03-01,nlinh2,35-44,unknown,inactive,,,,210000,Daily,1452,7,6,Ongoing,"7-day click or 1-day view",,,,,,,,1
2026-02-01,2026-03-01,nlinh2,45-54,female,inactive,,,,210000,Daily,5661,32,27,Ongoing,"7-day click or 1-day view",,,,,,,,2
2026-02-01,2026-03-01,nlinh2,45-54,male,inactive,,,,210000,Daily,21501,218,187,Ongoing,"7-day click or 1-day view",,,,,,,,8
2026-02-01,2026-03-01,nlinh2,45-54,unknown,inactive,,,,210000,Daily,694,6,5,Ongoing,"7-day click or 1-day view",,,,,,,,0
2026-02-01,2026-03-01,nlinh2,55-64,female,inactive,,,,210000,Daily,2585,14,12,Ongoing,"7-day click or 1-day view",,,,,,,,1
2026-02-01,2026-03-01,nlinh2,55-64,male,inactive,,,,210000,Daily,6774,40,33,Ongoing,"7-day click or 1-day view",,,,,,,,1
2026-02-01,2026-03-01,nlinh2,65+,female,inactive,,,,210000,Daily,665,4,4,Ongoing,"7-day click or 1-day view",,,,,,,,0
2026-02-01,2026-03-01,nlinh2,65+,male,inactive,,,,210000,Daily,7311,41,40,Ongoing,"7-day click or 1-day view",,,,,,,,2
2026-02-01,2026-03-01,nlinh2,65+,unknown,inactive,,,,210000,Daily,79,2,2,Ongoing,"7-day click or 1-day view",,,,,,,,0
2026-02-01,2026-03-01,vang,18-24,female,inactive,1,actions:onsite_conversion.messaging_conversation_started_7d,35403,150000,Daily,35403,398,175,Ongoing,"7-day click or 1-day view",1,1,,,35403,1,35403,4
2026-02-01,2026-03-01,vang,18-24,male,inactive,,,,150000,Daily,54031,766,444,Ongoing,"7-day click or 1-day view",,,,,,,,6
2026-02-01,2026-03-01,vang,18-24,unknown,inactive,,,,150000,Daily,419,9,7,Ongoing,"7-day click or 1-day view",,,,,,,,0
2026-02-01,2026-03-01,vang,25-34,female,inactive,2,actions:onsite_conversion.messaging_conversation_started_7d,7608,150000,Daily,15216,176,101,Ongoing,"7-day click or 1-day view",2,2,,,7608,2,7608,4
2026-02-01,2026-03-01,vang,25-34,male,inactive,,,,150000,Daily,55040,657,315,Ongoing,"7-day click or 1-day view",,,,,,,,13
2026-02-01,2026-03-01,vang,25-34,unknown,inactive,,,,150000,Daily,4740,8,5,Ongoing,"7-day click or 1-day view",,,,,,,,0
2026-02-01,2026-03-01,vang,35-44,female,inactive,,,,150000,Daily,8182,107,80,Ongoing,"7-day click or 1-day view",,,,,,,,3
2026-02-01,2026-03-01,vang,35-44,male,inactive,3,actions:onsite_conversion.messaging_conversation_started_7d,16436.33333333,150000,Daily,49309,668,415,Ongoing,"7-day click or 1-day view",3,3,,,16436.333333,3,16436.333333,8
2026-02-01,2026-03-01,vang,35-44,unknown,inactive,,,,150000,Daily,22,1,1,Ongoing,"7-day click or 1-day view",,,,,,,,0
2026-02-01,2026-03-01,vang,45-54,female,inactive,2,actions:onsite_conversion.messaging_conversation_started_7d,5782,150000,Daily,11564,211,172,Ongoing,"7-day click or 1-day view",2,2,,,5782,2,5782,6
2026-02-01,2026-03-01,vang,45-54,male,inactive,1,actions:onsite_conversion.messaging_conversation_started_7d,33056,150000,Daily,33056,813,587,Ongoing,"7-day click or 1-day view",1,1,,,33056,1,33056,17
2026-02-01,2026-03-01,vang,55-64,female,inactive,2,actions:onsite_conversion.messaging_conversation_started_7d,19367.5,150000,Daily,38735,681,488,Ongoing,"7-day click or 1-day view",2,2,,,19367.5,2,19367.5,12
2026-02-01,2026-03-01,vang,55-64,male,inactive,,,,150000,Daily,62522,1160,832,Ongoing,"7-day click or 1-day view",1,,,,,,,25
2026-02-01,2026-03-01,vang,55-64,unknown,inactive,,,,150000,Daily,56,3,3,Ongoing,"7-day click or 1-day view",,,,,,,,0
2026-02-01,2026-03-01,vang,65+,female,inactive,1,actions:onsite_conversion.messaging_conversation_started_7d,85664,150000,Daily,85664,915,658,Ongoing,"7-day click or 1-day view",1,1,,,85664,1,85664,25
2026-02-01,2026-03-01,vang,65+,male,inactive,,,,150000,Daily,148980,1311,917,Ongoing,"7-day click or 1-day view",,,,,,,,40
2026-02-01,2026-03-01,vang,65+,unknown,inactive,,,,150000,Daily,1656,12,6,Ongoing,"7-day click or 1-day view",,,,,,,,1
2026-02-01,2026-03-01,ttVANG,18-24,female,inactive,8,actions:post_engagement,1849,39000,Daily,14792,150,130,Ongoing,"7-day click or 1-day view",,,,,,,,7
2026-02-01,2026-03-01,ttVANG,18-24,male,inactive,36,actions:post_engagement,1454.72222222,39000,Daily,52370,176,124,Ongoing,"7-day click or 1-day view",,,,,,,,31
2026-02-01,2026-03-01,ttVANG,18-24,unknown,inactive,2,actions:post_engagement,585,39000,Daily,1170,4,4,Ongoing,"7-day click or 1-day view",,,,,,,,1
2026-02-01,2026-03-01,ttVANG,25-34,female,inactive,6,actions:post_engagement,1637,39000,Daily,9822,31,23,Ongoing,"7-day click or 1-day view",,,,,,,,4
2026-02-01,2026-03-01,ttVANG,25-34,male,inactive,19,actions:post_engagement,1866.42105263,39000,Daily,35462,113,97,Ongoing,"7-day click or 1-day view",,,,,,,,13
2026-02-01,2026-03-01,ttVANG,25-34,unknown,inactive,2,actions:post_engagement,741.5,39000,Daily,1483,3,3,Ongoing,"7-day click or 1-day view",,,,,,,,0
2026-02-01,2026-03-01,ttVANG,35-44,female,inactive,2,actions:post_engagement,685.5,39000,Daily,1371,12,11,Ongoing,"7-day click or 1-day view",,,,,,,,1
2026-02-01,2026-03-01,ttVANG,35-44,male,inactive,9,actions:post_engagement,1365.77777778,39000,Daily,12292,37,28,Ongoing,"7-day click or 1-day view",,,,,,,,6
2026-02-01,2026-03-01,ttVANG,35-44,unknown,inactive,,,,39000,Daily,4,1,1,Ongoing,"7-day click or 1-day view",,,,,,,,0
2026-02-01,2026-03-01,ttVANG,45-54,female,inactive,3,actions:post_engagement,1237,39000,Daily,3711,11,10,Ongoing,"7-day click or 1-day view",,,,,,,,2
2026-02-01,2026-03-01,ttVANG,45-54,male,inactive,3,actions:post_engagement,1733,39000,Daily,5199,59,22,Ongoing,"7-day click or 1-day view",,,,,,,,2
2026-02-01,2026-03-01,ttVANG,55-64,female,inactive,5,actions:post_engagement,1345.6,39000,Daily,6728,29,25,Ongoing,"7-day click or 1-day view",,,,,,,,5
2026-02-01,2026-03-01,ttVANG,55-64,male,inactive,1,actions:post_engagement,3396,39000,Daily,3396,41,29,Ongoing,"7-day click or 1-day view",,,,,,,,1
2026-02-01,2026-03-01,ttVANG,65+,female,inactive,4,actions:post_engagement,1217.75,39000,Daily,4871,30,28,Ongoing,"7-day click or 1-day view",,,,,,,,4
2026-02-01,2026-03-01,ttVANG,65+,male,inactive,6,actions:post_engagement,1573.5,39000,Daily,9441,38,31,Ongoing,"7-day click or 1-day view",,,,,,,,4
2026-02-01,2026-03-01,ttVANG,65+,unknown,inactive,,,,39000,Daily,1125,1,1,Ongoing,"7-day click or 1-day view",,,,,,,,0
2026-02-01,2026-03-01,llinhhai,18-24,female,active,3,actions:onsite_conversion.lead_grouped,97790.33333333,230000,Daily,293371,3071,2254,Ongoing,"7-day click or 1-day view",8,6,,,48895.166667,8,36671.375,59
2026-02-01,2026-03-01,llinhhai,18-24,male,active,3,actions:onsite_conversion.lead_grouped,147270.33333333,230000,Daily,441811,10666,7985,Ongoing,"7-day click or 1-day view",9,9,,,49090.111111,9,49090.111111,506
2026-02-01,2026-03-01,llinhhai,18-24,unknown,active,,,,230000,Daily,11551,159,138,Ongoing,"7-day click or 1-day view",,,,,,,,7
2026-02-01,2026-03-01,llinhhai,25-34,female,active,2,actions:onsite_conversion.lead_grouped,113999,230000,Daily,227998,1928,1458,Ongoing,"7-day click or 1-day view",6,5,,,45599.6,6,37999.666667,51
2026-02-01,2026-03-01,llinhhai,25-34,male,active,3,actions:onsite_conversion.lead_grouped,168757,230000,Daily,506271,10377,7913,Ongoing,"7-day click or 1-day view",15,14,,,36162.214286,14,36162.214286,589
2026-02-01,2026-03-01,llinhhai,25-34,unknown,active,,,,230000,Daily,6883,120,93,Ongoing,"7-day click or 1-day view",,,,,,,,7
2026-02-01,2026-03-01,llinhhai,35-44,female,active,1,actions:onsite_conversion.lead_grouped,81754,230000,Daily,81754,582,463,Ongoing,"7-day click or 1-day view",1,1,,,81754,1,81754,23
2026-02-01,2026-03-01,llinhhai,35-44,male,active,2,actions:onsite_conversion.lead_grouped,127222.5,230000,Daily,254445,4429,3784,Ongoing,"7-day click or 1-day view",6,6,,,42407.5,6,42407.5,272
2026-02-01,2026-03-01,llinhhai,35-44,unknown,active,,,,230000,Daily,3852,27,24,Ongoing,"7-day click or 1-day view",,,,,,,,2
2026-02-01,2026-03-01,llinhhai,45-54,female,active,,,,230000,Daily,45278,326,281,Ongoing,"7-day click or 1-day view",,,,,,,,10
2026-02-01,2026-03-01,llinhhai,45-54,male,active,,,,230000,Daily,149681,2416,1926,Ongoing,"7-day click or 1-day view",5,5,,,29936.2,5,29936.2,132
2026-02-01,2026-03-01,llinhhai,45-54,unknown,active,,,,230000,Daily,1442,17,17,Ongoing,"7-day click or 1-day view",,,,,,,,0
2026-02-01,2026-03-01,llinhhai,55-64,female,active,,,,230000,Daily,26077,121,100,Ongoing,"7-day click or 1-day view",,,,,,,,5
2026-02-01,2026-03-01,llinhhai,55-64,male,active,,,,230000,Daily,39026,533,433,Ongoing,"7-day click or 1-day view",,,,,,,,29
2026-02-01,2026-03-01,llinhhai,55-64,unknown,active,,,,230000,Daily,200,3,3,Ongoing,"7-day click or 1-day view",,,,,,,,0
2026-02-01,2026-03-01,llinhhai,65+,female,active,,,,230000,Daily,15176,73,51,Ongoing,"7-day click or 1-day view",,,,,,,,2
2026-02-01,2026-03-01,llinhhai,65+,male,active,,,,230000,Daily,19561,345,281,Ongoing,"7-day click or 1-day view",,,,,,,,19
2026-02-01,2026-03-01,llinhhai,65+,unknown,active,,,,230000,Daily,254,5,3,Ongoing,"7-day click or 1-day view",,,,,,,,1
2026-02-01,2026-03-01,hocboianh,25-34,female,inactive,1,actions:onsite_conversion.messaging_conversation_started_7d,20131,170000,Daily,20131,202,168,Ongoing,"7-day click or 1-day view",1,1,,,20131,1,20131,8
